PG,,,,,,
Date,Open,High,Low,Close*,Adj Close**,Volume
26-May-18,74.06,75.02,72.8,73.45,72.15,"39,696,000"
19-May-18,73.75,74.94,73.42,74.31,73,"34,548,800"
12-May-18,73.78,74.07,72.6,73.45,72.15,"43,571,000"
5-May-18,72.67,74.1,71.11,73.37,72.07,"37,450,800"
28-Apr-18,72.91,72.92,70.73,72.43,71.15,"49,505,100"
21-Apr-18,73.59,73.98,71.95,72.81,71.52,"63,763,000"
Dividend,0.7172,,,,,
14-Apr-18,78.56,78.94,73.74,73.8,71.83,"50,844,600"
7-Apr-18,78.8,78.85,77.57,78.37,76.28,"37,434,500"
31-Mar-18,79.26,79.52,77.06,78.43,76.34,"49,146,600"
24-Mar-18,76.57,80.49,76.02,79.28,77.16,"47,119,400"
17-Mar-18,78.97,79.57,75.81,75.91,73.88,"48,866,400"
11-Mar-18,80.23,80.62,78.54,78.97,76.86,"50,412,600"
4-Mar-18,79.28,80.75,78.9,80.29,78.15,"41,965,700"
25-Feb-18,81.45,82,77.9,79.5,77.38,"58,025,700"
18-Feb-18,82.19,82.22,80.17,81.05,78.89,"36,821,700"
11-Feb-18,80.61,83.25,80.27,82.6,80.4,"48,742,100"
4-Feb-18,83.99,84.37,78.59,79.92,77.79,"82,704,400"
28-Jan-18,87.69,87.74,84.21,84.25,82,"54,599,400"
21-Jan-18,90.88,91.92,87.23,87.73,85.39,"65,323,700"
Dividend,0.6896,,,,,
14-Jan-18,90.14,91.73,89.64,91.07,87.97,"34,852,400"
7-Jan-18,90.93,91.77,89.35,89.61,86.56,"31,636,200"
31-Dec-17,91.92,91.93,90.52,91.24,88.13,"25,694,700"
24-Dec-17,92.35,92.77,91.88,91.88,88.75,"15,060,700"
17-Dec-17,91.98,93.14,91.35,92.13,88.99,"29,768,400"
10-Dec-17,90.23,92.27,89.75,91.89,88.76,"40,333,400"
3-Dec-17,91.76,91.91,89.58,90.37,87.29,"37,581,100"
26-Nov-17,88.33,90.53,88.15,90.36,87.28,"33,943,000"
19-Nov-17,88.43,89.21,87.71,88.45,85.44,"19,326,200"
12-Nov-17,88.67,89.9,88,88.43,85.42,"31,744,000"
4-Nov-17,86.55,88.39,85.42,88.16,85.16,"31,479,100"
28-Oct-17,86.91,87.16,85.72,86.58,83.63,"27,517,900"
21-Oct-17,88.63,88.86,86.28,87.04,84.08,"47,569,100"
Dividend,0.6896,,,,,
14-Oct-17,92.97,93.37,87.59,88.25,84.61,"45,457,700"
7-Oct-17,92.4,93.51,89.86,93.04,89.2,"42,331,600"
30-Sep-17,91.26,92.8,91.24,92.33,88.52,"31,507,700"
23-Sep-17,92.43,93.09,90.34,90.98,87.23,"32,586,900"
16-Sep-17,93.17,94.67,92.08,92.24,88.44,"34,920,800"
9-Sep-17,93.09,94.19,92.82,93.27,89.42,"39,271,700"
2-Sep-17,92.18,93.36,92.04,92.84,89.01,"27,084,800"
26-Aug-17,92.52,92.71,91.66,92.53,88.72,"24,597,500"
19-Aug-17,92.38,92.96,92.04,92.51,88.7,"22,804,400"
12-Aug-17,91.54,92.95,91.25,92.47,88.66,"31,125,200"
5-Aug-17,90.67,92.08,90.52,91.34,87.57,"29,639,900"
29-Jul-17,90.21,91.75,90.21,90.67,86.93,"35,903,100"
22-Jul-17,88.55,91,87.97,90.21,86.49,"37,182,400"
Dividend,0.6896,,,,,
15-Jul-17,87.07,89.31,86.74,88.61,84.3,"31,728,400"
8-Jul-17,87.63,87.87,86.31,87.1,82.86,"25,595,800"
1-Jul-17,87.4,88,87.18,87.65,83.38,"19,762,800"
24-Jun-17,89.63,89.68,86.93,87.15,82.91,"28,622,500"
17-Jun-17,89.6,90.21,88.9,89.42,85.07,"28,403,700"
10-Jun-17,88.16,89.77,87.77,89.66,85.29,"41,373,400"
3-Jun-17,88.3,88.97,87.36,88.16,83.87,"32,708,200"
27-May-17,87.25,88.68,87.1,88.59,84.28,"27,128,800"
20-May-17,86.25,87.38,85.98,87.25,83,"22,238,000"
13-May-17,86.65,87,85.52,86.24,82.04,"34,487,300"
6-May-17,86.33,86.82,85.88,86.19,81.99,"32,347,800"
29-Apr-17,87.38,87.6,85.9,86.5,82.29,"34,358,500"
22-Apr-17,89.12,90.25,87.15,87.33,83.08,"46,141,100"
Dividend,0.6896,,,,,
15-Apr-17,90.23,91.13,88.61,88.62,83.67,"36,983,200"
8-Apr-17,89.13,90.54,88.75,90.03,85,"22,468,400"
1-Apr-17,89.86,90.5,89.18,89.23,84.24,"30,938,900"
25-Mar-17,90.45,91.06,89.84,89.85,84.83,"36,814,900"
18-Mar-17,90.96,91.8,90.21,90.57,85.51,"39,865,300"
12-Mar-17,91.06,92,90.73,91,85.91,"65,550,500"
5-Mar-17,89.89,91.16,89.59,91.07,85.98,"32,785,700"
26-Feb-17,90.53,91.89,89.89,90.5,85.44,"46,534,200"
19-Feb-17,90.58,91.8,90.58,91.05,85.96,"30,023,600"
12-Feb-17,88.04,91.36,87.23,91.09,86,"74,513,200"
5-Feb-17,87.5,88.78,87.13,87.97,83.05,"41,916,600"
29-Jan-17,86.78,88.35,86.5,87.41,82.52,"41,512,500"
22-Jan-17,87.09,87.95,86.02,86.72,81.87,"42,071,100"
Dividend,0.6695,,,,,
15-Jan-17,83.9,87.98,83.88,87.45,81.91,"60,636,900"
8-Jan-17,84.06,84.66,83.24,84.01,78.69,"44,779,800"
1-Jan-17,83.88,85.43,83.5,85.03,79.65,"28,541,700"
