UNH,,,,,,
Date,Open,High,Low,Close*,Adj Close**,Volume
29-Jul-17,191.59,196.04,191.14,194.88,191.53,"15,346,100"
22-Jul-17,191.79,192.48,187.6,191.15,187.86,"11,556,500"
15-Jul-17,187.07,193,183.86,191.78,188.48,"18,093,100"
8-Jul-17,187.33,188,184.77,186.9,183.68,"13,715,300"
1-Jul-17,186.29,188.43,185.72,187.96,184.72,"8,771,600"
24-Jun-17,185.13,186.8,183.39,185.42,182.23,"12,047,000"
17-Jun-17,182.3,188.66,180.76,185.25,182.06,"16,775,800"
Dividend,0.75,,,,,
10-Jun-17,181.46,183.5,176.42,181.63,177.77,"15,755,400"
3-Jun-17,179.53,183.76,178.48,181.46,177.6,"15,325,300"
27-May-17,177.54,179.92,174.92,179.39,175.58,"11,106,800"
20-May-17,172.73,178.89,172.6,177.5,173.73,"12,359,900"
13-May-17,171.79,173.98,166.65,172.59,168.92,"19,402,700"
6-May-17,173.93,174.77,171.52,171.81,168.16,"9,965,000"
29-Apr-17,175,176.14,170.27,174.12,170.42,"16,057,100"
22-Apr-17,172.66,176.07,171.7,174.88,171.16,"13,484,400"
15-Apr-17,164.99,172.62,164.96,171.16,167.52,"21,260,700"
8-Apr-17,166.19,167,164.6,164.96,161.45,"11,366,300"
1-Apr-17,164.62,167.26,164.25,166.02,162.49,"15,752,700"
25-Mar-17,163.99,166.07,162.74,164.01,160.52,"24,100,400"
18-Mar-17,169.93,170.24,164.35,165,161.49,"21,072,800"
12-Mar-17,169.99,172.14,168.5,169.7,166.09,"17,221,900"
Dividend,0.625,,,,,
5-Mar-17,167.43,170,166.8,169.98,165.75,"14,675,000"
26-Feb-17,163.16,168.6,162.81,168.2,164.01,"16,112,300"
19-Feb-17,157.62,163.09,157.52,163.06,159,"13,319,600"
12-Feb-17,160.69,164.97,156.49,157.62,153.7,"26,008,300"
5-Feb-17,161.51,162.53,159.41,160.75,156.75,"13,724,500"
29-Jan-17,162.94,163.9,160.01,161.87,157.84,"17,016,400"
22-Jan-17,158.62,163.8,156.56,162.99,158.93,"18,495,300"
15-Jan-17,162.61,162.97,156.09,158.66,154.71,"20,528,400"
8-Jan-17,162,162.98,160.5,161.8,157.77,"15,611,300"
1-Jan-17,161.13,162.94,159.15,162.41,158.37,"12,277,300"
