WBA,,,,,,
Date,Open,High,Low,Close*,Adj Close**,Volume
19-Nov-17,70.97,72.12,69.82,70.28,68.63,"20,968,700"
12-Nov-17,70.71,73.83,69.27,71.25,69.58,"32,567,600"
Dividend,0.4,,,,,
4-Nov-17,66.75,71.1,65.75,70.99,68.93,"43,508,800"
28-Oct-17,64.45,68.05,64.25,66.87,64.93,"56,641,800"
21-Oct-17,68.11,70.26,63.82,64.48,62.61,"72,624,300"
14-Oct-17,67.64,68.31,66.92,68.06,66.08,"31,240,500"
7-Oct-17,73.36,73.37,67.4,67.56,65.6,"47,116,100"
30-Sep-17,77.32,77.5,72.77,73.2,71.07,"31,353,400"
23-Sep-17,78.6,79.63,76.62,77.22,74.98,"29,341,800"
16-Sep-17,82.51,83.62,77.62,78.41,76.13,"34,368,600"
9-Sep-17,81.65,83.89,81.3,82.5,80.1,"44,489,100"
2-Sep-17,81.09,82.26,81.01,81.39,79.03,"20,831,000"
26-Aug-17,81.32,82.24,80.57,81.22,78.86,"21,033,400"
19-Aug-17,80.26,81.84,79.25,81.13,78.77,"25,432,400"
Dividend,0.4,,,,,
12-Aug-17,80.88,81.86,80.01,80.03,77.32,"20,656,700"
5-Aug-17,81.01,81.93,79.65,80.72,77.99,"21,272,700"
29-Jul-17,79.92,81.72,79.81,81.06,78.32,"22,406,300"
22-Jul-17,78.82,80.5,78.13,79.62,76.93,"29,936,000"
15-Jul-17,79.14,80.05,78.36,78.9,76.23,"24,667,700"
8-Jul-17,77.48,79.07,76.79,78.91,76.24,"27,246,500"
1-Jul-17,78.52,78.96,76.92,77.47,74.85,"20,913,700"
24-Jun-17,76.49,81.55,76.34,78.31,75.66,"41,820,500"
17-Jun-17,78.96,79.83,75.18,76.34,73.76,"35,506,200"
10-Jun-17,81.04,83.06,77.35,78.44,75.79,"32,391,000"
3-Jun-17,83.25,83.5,80.56,80.99,78.25,"22,877,900"
27-May-17,81.05,83.13,80.13,83.1,80.29,"16,067,200"
20-May-17,80.59,81.69,80.21,81.25,78.5,"19,236,300"
Dividend,0.375,,,,,
13-May-17,85.16,85.6,80.57,80.61,77.54,"24,118,500"
6-May-17,85.64,86.42,84.86,85.25,82,"15,624,600"
29-Apr-17,86.36,86.87,85.27,85.89,82.62,"18,430,900"
22-Apr-17,84.76,89.69,84.16,86.54,83.24,"21,984,700"
15-Apr-17,82.63,84.66,82.52,84.03,80.83,"17,907,900"
8-Apr-17,82.28,83.18,82.08,82.48,79.34,"13,303,400"
1-Apr-17,83.36,83.75,80.3,82.33,79.19,"28,947,200"
25-Mar-17,82.71,84.02,82.55,83.05,79.89,"13,050,300"
18-Mar-17,85.77,85.86,82.55,82.97,79.81,"17,751,400"
12-Mar-17,85.42,86.25,84.63,85.91,82.64,"20,205,800"
5-Mar-17,85.58,86.44,84.45,85.63,82.37,"12,865,900"
26-Feb-17,87.47,87.58,85.24,85.89,82.62,"15,556,900"
19-Feb-17,88,88,85.89,87.61,84.27,"12,805,800"
Dividend,0.375,,,,,
12-Feb-17,83.48,86.12,82.67,85.86,82.22,"19,332,100"
5-Feb-17,80.53,83.46,80.37,83.31,79.78,"17,459,600"
29-Jan-17,82,82.23,80.16,80.47,77.06,"20,386,600"
22-Jan-17,81.4,82.49,80.62,81.5,78.04,"20,209,800"
15-Jan-17,83.53,84.55,81.01,81.72,78.25,"19,951,900"
8-Jan-17,82.81,85.26,81.95,83.82,80.26,"19,081,100"
1-Jan-17,83.1,83.69,80.31,83.1,79.57,"20,419,300"
