NKE,,,,,,
Date,Open,High,Low,Close*,Adj Close**,Volume
Dividend,0.2,,,,,
25-Feb-18,68.39,70.25,64.21,65.89,65.35,"35,138,800"
18-Feb-18,67.64,68.16,66.74,68.16,67.6,"20,911,300"
11-Feb-18,65.94,69,65.43,68.3,67.74,"42,225,500"
4-Feb-18,66.63,67.21,62.09,65.49,64.95,"62,607,000"
28-Jan-18,67.82,68.83,66.7,67.22,66.67,"37,593,000"
21-Jan-18,66.55,68.64,65.76,68.04,67.48,"34,323,700"
14-Jan-18,64.78,67.24,63.08,67.21,66.66,"35,005,900"
7-Jan-18,64.15,64.72,63.44,64.67,64.14,"35,926,800"
31-Dec-17,62.85,64.3,62.55,63.98,63.45,"30,014,900"
24-Dec-17,62.9,63.89,62.55,62.55,62.03,"22,732,500"
17-Dec-17,64.93,65.19,60.13,63.29,62.77,"68,099,600"
10-Dec-17,61.37,65.07,61.3,64.79,64.26,"61,162,800"
3-Dec-17,60.27,61.37,59.65,61.3,60.8,"36,416,800"
Dividend,0.2,,,,,
26-Nov-17,59.2,61.21,58.54,59.88,59.19,"51,244,400"
19-Nov-17,58.63,59.5,57.98,59.32,58.64,"29,440,100"
12-Nov-17,55.66,59.53,55.08,59.19,58.51,"45,462,900"
4-Nov-17,55.29,56.49,54.89,56.09,55.44,"42,680,500"
28-Oct-17,55.71,55.93,54.52,55.71,55.07,"44,207,200"
21-Oct-17,53.06,57.25,52.67,55.96,55.32,"86,801,100"
14-Oct-17,50.8,53.5,50.64,53.06,52.45,"55,271,400"
7-Oct-17,52.23,52.3,50.35,50.98,50.39,"51,243,700"
30-Sep-17,52.16,52.46,51.4,52.42,51.82,"34,494,900"
23-Sep-17,53.08,53.97,51.03,51.85,51.25,"88,173,200"
16-Sep-17,53.87,54.16,52.51,53.24,52.63,"48,959,400"
9-Sep-17,52.38,54.09,52.32,53.87,53.25,"40,103,800"
2-Sep-17,53.25,53.47,52.11,52.2,51.6,"29,183,200"
Dividend,0.18,,,,,
26-Aug-17,54.07,54.43,52.07,53.36,52.56,"38,482,500"
19-Aug-17,54.44,54.44,53.11,53.9,53.1,"40,790,000"
12-Aug-17,59.15,60,54.17,54.95,54.13,"52,294,700"
5-Aug-17,59.82,60.12,58.59,58.97,58.09,"25,529,100"
29-Jul-17,58.71,60.53,58.33,59.76,58.87,"29,528,900"
22-Jul-17,59.69,59.77,57.97,58.67,57.8,"31,558,200"
15-Jul-17,58,60,57.39,59.95,59.06,"39,222,400"
8-Jul-17,57.89,58.93,57.64,58,57.14,"37,862,400"
1-Jul-17,58.37,59.01,57,57.98,57.12,"43,258,100"
24-Jun-17,52.95,59.71,52.64,59,58.12,"84,721,400"
17-Jun-17,51.42,52.92,51.1,52.85,52.06,"54,146,600"
10-Jun-17,53.51,54.67,50.79,51.1,50.34,"66,450,600"
3-Jun-17,53,54.14,52.43,53.46,52.66,"38,137,800"
Dividend,0.18,,,,,
27-May-17,52.76,53.3,52.21,52.98,52.01,"48,841,700"
20-May-17,51.77,52.76,51.4,52.59,51.63,"47,691,200"
13-May-17,54.12,54.2,50.81,51.77,50.83,"83,730,200"
6-May-17,54.18,55.08,53.4,54.2,53.21,"33,098,200"
29-Apr-17,55.43,55.45,53.56,53.95,52.97,"41,930,200"
22-Apr-17,56.14,56.21,54.91,55.41,54.4,"45,658,000"
15-Apr-17,55.32,56.69,55.25,55.85,54.83,"32,210,200"
8-Apr-17,55,55.62,54.5,55.34,54.33,"23,607,500"
1-Apr-17,55.74,55.94,54.5,55.11,54.1,"36,424,700"
25-Mar-17,55.64,57.1,55.54,55.73,54.71,"37,059,800"
18-Mar-17,58,59,53.76,56.36,55.33,"104,322,600"
12-Mar-17,56.43,58.01,56.11,57.8,56.75,"47,276,800"
5-Mar-17,56.7,56.99,56.02,56.43,55.4,"36,674,100"
Dividend,0.18,,,,,
26-Feb-17,57.65,58.25,56.51,56.7,55.49,"36,505,900"
19-Feb-17,56.38,58.42,56.2,57.86,56.63,"43,869,900"
12-Feb-17,56.17,56.92,55.75,56.75,55.54,"44,203,900"
5-Feb-17,52.09,56.47,52.05,56.22,55.02,"52,402,000"
29-Jan-17,52.78,53.26,51.63,52.36,51.24,"47,649,200"
22-Jan-17,53.02,54.12,52.72,53.19,52.06,"33,586,000"
15-Jan-17,53.4,53.95,52.86,53.2,52.07,"32,809,700"
8-Jan-17,53.96,53.99,52.16,52.92,51.79,"39,038,100"
1-Jan-17,51.99,54.09,51.77,53.91,52.76,"48,269,700"
