VZ,,,,,,
Date,Open,High,Low,Close*,Adj Close**,Volume
30-Sep-17,105.54,106.96,104.9,106.73,105.84,"22,426,600"
23-Sep-17,105.5,105.65,102.75,105.24,104.36,"37,620,400"
16-Sep-17,105.35,105.93,104.46,105.56,104.68,"35,020,300"
9-Sep-17,105.48,106.84,104.95,105.3,104.42,"39,161,000"
2-Sep-17,103.4,105.44,102.26,104.43,103.56,"25,005,500"
26-Aug-17,103.65,104.19,102.64,103.9,103.03,"38,000,700"
19-Aug-17,102.62,104.2,102.33,103.35,102.48,"24,482,900"
Dividend,0.165,,,,,
12-Aug-17,100.98,103.93,100.75,102.51,101.49,"37,459,800"
5-Aug-17,100.92,101.72,99.43,100.09,99.09,"34,061,900"
29-Jul-17,99.5,101.34,99.14,100.89,99.88,"29,865,800"
22-Jul-17,99.55,101.18,98.51,99.15,98.16,"40,269,000"
15-Jul-17,97.11,100.49,96.59,99.6,98.61,"45,713,400"
8-Jul-17,94.15,97.37,94.15,96.93,95.96,"33,298,200"
1-Jul-17,94.38,94.41,93.19,93.92,92.98,"29,928,800"
24-Jun-17,95.8,96.4,93.78,93.78,92.84,"36,734,800"
17-Jun-17,94.75,95.65,93.87,95.58,94.63,"34,706,200"
10-Jun-17,93.69,96,92.8,94.17,93.23,"58,156,100"
3-Jun-17,96.32,96.6,93.71,94.56,93.62,"52,768,600"
27-May-17,94.66,96.19,94.34,96.15,95.19,"33,640,800"
20-May-17,92.53,95.38,92.43,94.67,93.73,"35,023,900"
Dividend,0.165,,,,,
13-May-17,92.73,93.72,91.36,92.48,91.4,"38,378,800"
6-May-17,92.05,92.78,91.52,92.73,91.64,"28,891,700"
29-Apr-17,91.29,92.98,91.14,92.09,91.01,"39,680,300"
22-Apr-17,92.15,92.5,90.98,91.22,90.15,"43,499,900"
15-Apr-17,89.09,92.8,88.75,91.15,90.08,"51,868,500"
8-Apr-17,88.62,89.78,88.13,88.87,87.83,"26,213,100"
1-Apr-17,89.14,90.2,88.4,88.74,87.7,"35,150,700"
25-Mar-17,88.31,89.42,88.07,88.87,87.83,"29,670,400"
18-Mar-17,90.29,92.05,87.85,89.19,88.14,"43,667,000"
12-Mar-17,89.8,90.63,89.24,90.24,89.18,"39,092,000"
5-Mar-17,88.53,89.86,88.27,89.73,88.68,"37,103,400"
26-Feb-17,88.32,89.14,87.76,88.79,87.75,"42,029,700"
19-Feb-17,87.51,88.49,87.17,88.43,87.39,"28,883,000"
Dividend,0.165,,,,,
12-Feb-17,86.2,87.68,86,87.46,86.27,"34,578,600"
5-Feb-17,86.07,86.35,84.88,85.9,84.73,"42,840,000"
29-Jan-17,83.47,86.82,81.57,86.08,84.91,"63,028,500"
22-Jan-17,81.7,84.27,81.5,83.77,82.63,"39,046,700"
15-Jan-17,80.76,82.28,80.76,81.84,80.73,"30,357,700"
8-Jan-17,82.28,82.45,80.51,81.17,80.07,"34,976,000"
1-Jan-17,78.76,82.49,78.49,82.21,81.09,"38,521,700"
